sensor_id,timestamp,pm25,pm10,no2,o3
sensor_tilburg_001,2024-12-19T02:00:00,19.61,35.83,18.38,36.24
sensor_tilburg_001,2024-12-19T03:00:00,26.17,44.38,16.67,36.24
sensor_tilburg_001,2024-12-19T04:00:00,31.44,56.88,25.58,36.24
sensor_tilburg_001,2024-12-19T05:00:00,31.21,55.82,25.5,36.24
sensor_tilburg_001,2024-12-19T06:00:00,32.98,62.04,25.4,36.24
sensor_tilburg_001,2024-12-19T07:00:00,30.72,49.57,22.59,36.24
sensor_tilburg_001,2024-12-19T08:00:00,30.0,51.84,22.83,36.24
sensor_tilburg_001,2024-12-19T09:00:00,29.42,49.38,25.04,36.24
sensor_tilburg_001,2024-12-19T10:00:00,29.38,50.01,27.46,36.24
sensor_tilburg_001,2024-12-19T11:00:00,28.9,48.1,24.74,36.24
sensor_tilburg_001,2024-12-19T12:00:00,27.4,44.78,23.19,36.24
sensor_tilburg_001,2024-12-19T13:00:00,26.78,42.31,21.94,36.24
sensor_tilburg_001,2024-12-19T14:00:00,21.66,35.89,19.53,36.24
sensor_tilburg_001,2024-12-19T15:00:00,29.05,48.09,24.4,36.24
sensor_tilburg_001,2024-12-19T16:00:00,29.95,46.94,16.46,36.24
sensor_tilburg_001,2024-12-19T17:00:00,27.26,43.43,22.37,36.24
sensor_tilburg_001,2024-12-19T18:00:00,29.69,52.3,33.43,36.24
sensor_tilburg_001,2024-12-19T19:00:00,29.23,48.9,23.11,36.24
sensor_tilburg_001,2024-12-19T20:00:00,32.56,54.74,31.4,36.24
sensor_tilburg_001,2024-12-19T21:00:00,32.17,56.86,38.78,36.24
sensor_tilburg_001,2024-12-19T22:00:00,26.45,44.21,23.0,36.24
sensor_tilburg_001,2024-12-19T23:00:00,26.22,47.68,29.38,36.24
sensor_tilburg_001,2024-12-20T00:00:00,21.01,36.6,17.66,36.57
sensor_tilburg_001,2024-12-20T01:00:00,28.89,43.49,22.41,36.57
sensor_tilburg_001,2024-12-20T02:00:00,23.07,36.47,12.55,36.57
sensor_tilburg_001,2024-12-20T03:00:00,29.68,58.7,21.23,36.57
sensor_tilburg_001,2024-12-20T04:00:00,28.17,47.2,19.45,36.57
sensor_tilburg_001,2024-12-20T05:00:00,27.54,44.62,24.83,36.57
sensor_tilburg_001,2024-12-20T06:00:00,30.65,49.05,28.12,36.57
sensor_tilburg_001,2024-12-20T07:00:00,30.48,51.69,21.1,36.57
sensor_tilburg_001,2024-12-20T08:00:00,34.28,62.35,16.27,36.57
sensor_tilburg_001,2024-12-20T09:00:00,32.42,54.45,25.54,36.57
sensor_tilburg_001,2024-12-20T10:00:00,29.07,47.44,25.65,36.57
sensor_tilburg_001,2024-12-20T11:00:00,21.75,33.24,12.05,36.57
sensor_tilburg_001,2024-12-20T12:00:00,29.6,49.58,22.86,36.57
sensor_tilburg_001,2024-12-20T13:00:00,28.14,42.08,21.01,36.57
sensor_tilburg_001,2024-12-20T14:00:00,28.84,53.34,21.94,36.57
sensor_tilburg_001,2024-12-20T15:00:00,23.25,41.63,17.52,36.57
sensor_tilburg_001,2024-12-20T16:00:00,27.96,52.68,17.01,36.57
sensor_tilburg_001,2024-12-20T17:00:00,34.91,59.5,30.3,36.57
sensor_tilburg_001,2024-12-20T18:00:00,25.84,44.71,11.15,36.57
sensor_tilburg_001,2024-12-20T19:00:00,29.77,50.94,21.43,36.57
sensor_tilburg_001,2024-12-20T20:00:00,26.75,46.65,25.34,36.57
sensor_tilburg_001,2024-12-20T21:00:00,25.92,46.03,20.19,36.57
sensor_tilburg_001,2024-12-20T22:00:00,31.05,56.11,27.64,36.57
sensor_tilburg_001,2024-12-20T23:00:00,25.75,46.99,18.05,36.57
sensor_tilburg_001,2024-12-21T00:00:00,17.01,28.37,10.46,36.91
sensor_tilburg_001,2024-12-21T01:00:00,21.24,35.34,20.46,36.91
sensor_tilburg_001,2024-12-21T02:00:00,17.17,26.25,14.83,36.91
sensor_tilburg_001,2024-12-21T03:00:00,17.32,29.13,15.47,36.91
sensor_tilburg_001,2024-12-21T04:00:00,18.77,32.85,14.02,36.91
sensor_tilburg_001,2024-12-21T05:00:00,20.75,37.35,22.54,36.91
sensor_tilburg_001,2024-12-21T06:00:00,23.0,35.31,12.24,36.91
sensor_tilburg_001,2024-12-21T07:00:00,18.5,30.67,18.09,36.91
sensor_tilburg_001,2024-12-21T08:00:00,23.3,39.21,9.96,36.91
sensor_tilburg_001,2024-12-21T09:00:00,25.24,41.46,25.88,36.91
sensor_tilburg_001,2024-12-21T10:00:00,23.6,38.94,16.89,36.91
sensor_tilburg_001,2024-12-21T11:00:00,15.66,27.09,8.62,36.91
sensor_tilburg_001,2024-12-21T12:00:00,23.78,35.86,12.46,36.91
sensor_tilburg_001,2024-12-21T13:00:00,16.0,23.96,12.57,36.91
sensor_tilburg_001,2024-12-21T14:00:00,18.35,30.01,20.99,36.91
sensor_tilburg_001,2024-12-21T15:00:00,18.21,28.63,15.29,36.91
sensor_tilburg_001,2024-12-21T16:00:00,21.5,34.73,13.8,36.91
sensor_tilburg_001,2024-12-21T17:00:00,25.6,43.59,24.62,36.91
sensor_tilburg_001,2024-12-21T18:00:00,25.15,40.9,28.09,36.91
sensor_tilburg_001,2024-12-21T19:00:00,20.23,32.97,16.42,36.91
sensor_tilburg_001,2024-12-21T20:00:00,24.56,40.93,17.98,36.91
sensor_tilburg_001,2024-12-21T21:00:00,15.75,28.42,10.76,36.91
sensor_tilburg_001,2024-12-21T22:00:00,15.75,27.82,15.77,36.91
sensor_tilburg_001,2024-12-21T23:00:00,16.06,26.42,13.5,36.91
sensor_tilburg_001,2024-12-22T00:00:00,19.45,30.21,13.32,37.25
sensor_tilburg_001,2024-12-22T01:00:00,13.99,22.61,11.55,37.25
sensor_tilburg_001,2024-12-22T02:00:00,17.7,31.27,14.11,37.25
sensor_tilburg_001,2024-12-22T03:00:00,17.14,29.98,12.92,37.25
sensor_tilburg_001,2024-12-22T04:00:00,21.52,32.77,21.79,37.25
sensor_tilburg_001,2024-12-22T05:00:00,18.82,32.03,13.61,37.25
sensor_tilburg_001,2024-12-22T06:00:00,20.29,32.99,13.64,37.25
sensor_tilburg_001,2024-12-22T07:00:00,22.94,39.61,14.42,37.25
sensor_tilburg_001,2024-12-22T08:00:00,15.7,26.45,16.41,37.25
sensor_tilburg_001,2024-12-22T09:00:00,19.8,36.46,18.81,37.25
sensor_tilburg_001,2024-12-22T10:00:00,20.84,34.28,15.1,37.25
sensor_tilburg_001,2024-12-22T11:00:00,22.15,34.29,23.95,37.25
sensor_tilburg_001,2024-12-22T12:00:00,17.76,29.15,19.19,37.25
sensor_tilburg_001,2024-12-22T13:00:00,19.95,33.82,19.03,37.25
sensor_tilburg_001,2024-12-22T14:00:00,18.57,32.26,19.32,37.25
sensor_tilburg_001,2024-12-22T15:00:00,23.43,42.42,20.24,37.25
sensor_tilburg_001,2024-12-22T16:00:00,24.05,42.25,21.93,37.25
sensor_tilburg_001,2024-12-22T17:00:00,19.07,33.39,15.83,37.25
sensor_tilburg_001,2024-12-22T18:00:00,22.53,39.13,18.46,37.25
sensor_tilburg_001,2024-12-22T19:00:00,24.71,40.69,23.28,37.25
sensor_tilburg_001,2024-12-22T20:00:00,21.02,34.46,15.84,37.25
sensor_tilburg_001,2024-12-22T21:00:00,20.65,32.58,13.36,37.25
sensor_tilburg_001,2024-12-22T22:00:00,19.16,35.69,8.17,37.25
sensor_tilburg_001,2024-12-22T23:00:00,18.8,33.37,9.17,37.25
sensor_tilburg_001,2024-12-23T00:00:00,21.26,34.38,18.41,37.6
sensor_tilburg_001,2024-12-23T01:00:00,28.8,44.53,28.92,37.6
sensor_tilburg_001,2024-12-23T02:00:00,25.01,44.01,16.5,37.6
sensor_tilburg_001,2024-12-23T03:00:00,26.25,48.52,15.0,37.6
sensor_tilburg_001,2024-12-23T04:00:00,28.25,45.08,20.27,37.6
sensor_tilburg_001,2024-12-23T05:00:00,28.87,45.0,24.35,37.6
sensor_tilburg_001,2024-12-23T06:00:00,16.48,31.12,11.64,37.6
sensor_tilburg_001,2024-12-23T07:00:00,29.22,49.5,23.21,37.6
sensor_tilburg_001,2024-12-23T08:00:00,37.88,60.4,29.48,37.6
sensor_tilburg_001,2024-12-23T09:00:00,28.73,45.0,22.66,37.6
sensor_tilburg_001,2024-12-23T10:00:00,29.02,47.64,17.09,37.6
sensor_tilburg_001,2024-12-23T11:00:00,30.39,53.73,21.14,37.6
sensor_tilburg_001,2024-12-23T12:00:00,20.81,33.79,14.12,37.6
sensor_tilburg_001,2024-12-23T13:00:00,33.67,60.66,31.02,37.6
sensor_tilburg_001,2024-12-23T14:00:00,27.18,48.32,19.48,37.6
sensor_tilburg_001,2024-12-23T15:00:00,30.46,50.93,24.23,37.6
sensor_tilburg_001,2024-12-23T16:00:00,30.08,50.7,20.76,37.6
sensor_tilburg_001,2024-12-23T17:00:00,28.37,51.38,32.85,37.6
sensor_tilburg_001,2024-12-23T18:00:00,30.03,49.27,36.35,37.6
sensor_tilburg_001,2024-12-23T19:00:00,28.07,51.44,28.01,37.6
sensor_tilburg_001,2024-12-23T20:00:00,30.76,53.36,18.34,37.6
sensor_tilburg_001,2024-12-23T21:00:00,22.76,36.39,17.07,37.6
sensor_tilburg_001,2024-12-23T22:00:00,22.35,38.78,16.42,37.6
sensor_tilburg_001,2024-12-23T23:00:00,22.33,31.55,16.23,37.6
sensor_tilburg_001,2024-12-24T00:00:00,27.14,44.4,17.01,37.94
sensor_tilburg_001,2024-12-24T01:00:00,32.85,62.81,34.58,37.94
sensor_tilburg_001,2024-12-24T02:00:00,23.6,37.15,21.07,37.94
sensor_tilburg_001,2024-12-24T03:00:00,27.89,50.77,31.82,37.94
sensor_tilburg_001,2024-12-24T04:00:00,25.58,41.39,21.66,37.94
sensor_tilburg_001,2024-12-24T05:00:00,28.89,48.35,32.3,37.94
sensor_tilburg_001,2024-12-24T06:00:00,34.27,58.0,42.04,37.94
sensor_tilburg_001,2024-12-24T07:00:00,37.61,63.68,36.91,37.94
sensor_tilburg_001,2024-12-24T08:00:00,28.38,45.65,20.71,37.94
sensor_tilburg_001,2024-12-24T09:00:00,36.54,57.66,22.02,37.94
sensor_tilburg_001,2024-12-24T10:00:00,28.11,47.07,24.34,37.94
sensor_tilburg_001,2024-12-24T11:00:00,27.11,43.41,28.37,37.94
sensor_tilburg_001,2024-12-24T12:00:00,18.66,31.39,15.19,37.94
sensor_tilburg_001,2024-12-24T13:00:00,24.79,44.49,24.4,37.94
sensor_tilburg_001,2024-12-24T14:00:00,30.63,54.51,21.46,37.94
sensor_tilburg_001,2024-12-24T15:00:00,27.79,46.37,16.45,37.94
sensor_tilburg_001,2024-12-24T16:00:00,27.58,49.02,18.92,37.94
sensor_tilburg_001,2024-12-24T17:00:00,34.84,56.06,27.07,37.94
sensor_tilburg_001,2024-12-24T18:00:00,26.65,48.1,25.98,37.94
sensor_tilburg_001,2024-12-24T19:00:00,19.45,32.67,15.01,37.94
sensor_tilburg_001,2024-12-24T20:00:00,27.8,50.26,17.79,37.94
sensor_tilburg_001,2024-12-24T21:00:00,31.19,49.52,25.93,37.94
sensor_tilburg_001,2024-12-24T22:00:00,27.99,47.1,29.4,37.94
sensor_tilburg_001,2024-12-24T23:00:00,29.83,50.47,26.54,37.94
sensor_tilburg_001,2024-12-25T00:00:00,23.17,38.5,24.41,38.28
sensor_tilburg_001,2024-12-25T01:00:00,30.14,52.02,17.78,38.28
sensor_tilburg_001,2024-12-25T02:00:00,23.23,37.34,21.19,38.28
sensor_tilburg_001,2024-12-25T03:00:00,27.02,45.65,21.45,38.28
sensor_tilburg_001,2024-12-25T04:00:00,26.75,43.27,21.97,38.28
sensor_tilburg_001,2024-12-25T05:00:00,22.65,40.0,18.72,38.28
sensor_tilburg_001,2024-12-25T06:00:00,28.79,46.55,21.82,38.28
sensor_tilburg_001,2024-12-25T07:00:00,22.75,39.6,14.56,38.28
sensor_tilburg_001,2024-12-25T08:00:00,32.46,51.25,34.77,38.28
sensor_tilburg_001,2024-12-25T09:00:00,31.85,56.12,26.01,38.28
sensor_tilburg_001,2024-12-25T10:00:00,27.2,42.9,27.52,38.28
sensor_tilburg_001,2024-12-25T11:00:00,34.06,59.95,27.23,38.28
sensor_tilburg_001,2024-12-25T12:00:00,20.25,32.75,11.82,38.28
sensor_tilburg_001,2024-12-25T13:00:00,23.6,41.66,22.04,38.28
sensor_tilburg_001,2024-12-25T14:00:00,30.92,46.99,27.82,38.28
sensor_tilburg_001,2024-12-25T15:00:00,32.46,56.11,19.86,38.28
sensor_tilburg_001,2024-12-25T16:00:00,19.11,33.71,14.7,38.28
sensor_tilburg_001,2024-12-25T17:00:00,30.03,54.01,21.99,38.28
sensor_tilburg_001,2024-12-25T18:00:00,22.65,41.35,11.15,38.28
sensor_tilburg_001,2024-12-25T19:00:00,31.62,56.23,27.37,38.28
sensor_tilburg_001,2024-12-25T20:00:00,31.33,52.07,25.09,38.28
sensor_tilburg_001,2024-12-25T21:00:00,34.23,56.14,29.13,38.28
sensor_tilburg_001,2024-12-25T22:00:00,30.92,49.71,29.07,38.28
sensor_tilburg_001,2024-12-25T23:00:00,22.95,39.47,22.2,38.28
sensor_tilburg_001,2024-12-26T00:00:00,28.6,49.23,21.02,38.62
sensor_tilburg_001,2024-12-26T01:00:00,26.86,45.05,23.12,38.62
sensor_tilburg_001,2024-12-26T02:00:00,27.68,48.77,19.52,38.62
sensor_tilburg_001,2024-12-26T03:00:00,29.41,44.25,21.88,38.62
sensor_tilburg_001,2024-12-26T04:00:00,30.29,49.13,24.29,38.62
sensor_tilburg_001,2024-12-26T05:00:00,33.53,60.02,17.03,38.62
sensor_tilburg_001,2024-12-26T06:00:00,26.56,42.95,26.15,38.62
sensor_tilburg_001,2024-12-26T07:00:00,33.26,60.28,22.35,38.62
sensor_tilburg_001,2024-12-26T08:00:00,24.15,39.31,22.95,38.62
sensor_tilburg_001,2024-12-26T09:00:00,31.5,55.86,27.77,38.62
sensor_tilburg_001,2024-12-26T10:00:00,24.83,41.51,14.89,38.62
sensor_tilburg_001,2024-12-26T11:00:00,33.64,56.31,22.14,38.62
sensor_tilburg_001,2024-12-26T12:00:00,23.43,40.05,20.6,38.62
sensor_tilburg_001,2024-12-26T13:00:00,23.75,45.36,17.46,38.62
sensor_tilburg_001,2024-12-26T14:00:00,30.3,47.94,19.67,38.62
sensor_tilburg_001,2024-12-26T15:00:00,24.48,41.52,18.86,38.62
sensor_tilburg_001,2024-12-26T16:00:00,32.59,54.96,20.38,38.62
sensor_tilburg_001,2024-12-26T17:00:00,38.89,66.45,25.64,38.62
sensor_tilburg_001,2024-12-26T18:00:00,17.21,28.68,17.04,38.62
sensor_tilburg_001,2024-12-26T19:00:00,32.26,53.88,34.57,38.62
sensor_tilburg_001,2024-12-26T20:00:00,33.37,56.99,35.62,38.62
sensor_tilburg_001,2024-12-26T21:00:00,29.19,50.11,23.83,38.62
sensor_tilburg_001,2024-12-26T22:00:00,30.33,49.79,26.66,38.62
sensor_tilburg_001,2024-12-26T23:00:00,23.42,41.63,21.84,38.62
sensor_tilburg_001,2024-12-27T00:00:00,29.58,47.78,24.48,38.97
sensor_tilburg_001,2024-12-27T01:00:00,29.3,46.33,22.01,38.97
sensor_tilburg_001,2024-12-27T02:00:00,17.28,31.5,13.63,38.97
sensor_tilburg_001,2024-12-27T03:00:00,30.61,43.11,28.24,38.97
sensor_tilburg_001,2024-12-27T04:00:00,25.57,45.6,19.87,38.97
sensor_tilburg_001,2024-12-27T05:00:00,30.44,51.05,31.69,38.97
sensor_tilburg_001,2024-12-27T06:00:00,27.77,47.59,28.36,38.97
sensor_tilburg_001,2024-12-27T07:00:00,27.81,46.0,26.09,38.97
sensor_tilburg_001,2024-12-27T08:00:00,32.17,55.94,22.37,38.97
sensor_tilburg_001,2024-12-27T09:00:00,37.31,64.07,16.88,38.97
sensor_tilburg_001,2024-12-27T10:00:00,31.14,53.93,22.87,38.97
sensor_tilburg_001,2024-12-27T11:00:00,29.13,48.3,20.86,38.97
sensor_tilburg_001,2024-12-27T12:00:00,26.37,47.86,19.83,38.97
sensor_tilburg_001,2024-12-27T13:00:00,22.58,43.27,14.48,38.97
sensor_tilburg_001,2024-12-27T14:00:00,25.14,41.98,16.31,38.97
sensor_tilburg_001,2024-12-27T15:00:00,31.66,53.03,32.2,38.97
sensor_tilburg_001,2024-12-27T16:00:00,27.97,47.79,20.73,38.97
sensor_tilburg_001,2024-12-27T17:00:00,38.54,64.88,25.84,38.97
sensor_tilburg_001,2024-12-27T18:00:00,24.67,42.3,18.27,38.97
sensor_tilburg_001,2024-12-27T19:00:00,26.84,44.24,19.79,38.97
sensor_tilburg_001,2024-12-27T20:00:00,31.24,54.28,19.68,38.97
sensor_tilburg_001,2024-12-27T21:00:00,26.26,43.8,21.12,38.97
sensor_tilburg_001,2024-12-27T22:00:00,33.89,59.97,31.42,38.97
sensor_tilburg_001,2024-12-27T23:00:00,30.24,54.06,24.82,38.97
sensor_tilburg_001,2024-12-28T00:00:00,16.77,31.41,15.55,39.31
sensor_tilburg_001,2024-12-28T01:00:00,16.1,24.78,15.15,39.31
sensor_tilburg_001,2024-12-28T02:00:00,19.94,29.51,12.17,39.31
sensor_tilburg_001,2024-12-28T03:00:00,11.29,17.81,7.28,39.31
sensor_tilburg_001,2024-12-28T04:00:00,16.86,28.91,14.39,39.31
sensor_tilburg_001,2024-12-28T05:00:00,23.21,40.84,23.26,39.31
sensor_tilburg_001,2024-12-28T06:00:00,20.17,33.73,17.69,39.31
sensor_tilburg_001,2024-12-28T07:00:00,25.65,46.95,17.39,39.31
sensor_tilburg_001,2024-12-28T08:00:00,15.38,24.74,10.69,39.31
sensor_tilburg_001,2024-12-28T09:00:00,29.24,53.39,25.37,39.31
sensor_tilburg_001,2024-12-28T10:00:00,17.8,30.84,15.71,39.31
sensor_tilburg_001,2024-12-28T11:00:00,20.74,30.98,19.38,39.31
sensor_tilburg_001,2024-12-28T12:00:00,18.15,29.28,15.97,39.31
sensor_tilburg_001,2024-12-28T13:00:00,27.5,44.93,17.19,39.31
sensor_tilburg_001,2024-12-28T14:00:00,19.01,31.85,16.06,39.31
sensor_tilburg_001,2024-12-28T15:00:00,24.15,42.08,20.17,39.31
sensor_tilburg_001,2024-12-28T16:00:00,20.9,35.47,16.66,39.31
sensor_tilburg_001,2024-12-28T17:00:00,15.44,24.51,17.45,39.31
sensor_tilburg_001,2024-12-28T18:00:00,23.85,39.26,16.43,39.31
sensor_tilburg_001,2024-12-28T19:00:00,23.26,39.47,15.45,39.31
sensor_tilburg_001,2024-12-28T20:00:00,21.76,38.23,18.69,39.31
sensor_tilburg_001,2024-12-28T21:00:00,20.5,34.4,14.8,39.31
sensor_tilburg_001,2024-12-28T22:00:00,16.79,28.26,7.58,39.31
sensor_tilburg_001,2024-12-28T23:00:00,22.64,41.0,19.04,39.31
sensor_tilburg_001,2024-12-29T00:00:00,21.59,35.26,20.2,39.66
sensor_tilburg_001,2024-12-29T01:00:00,17.64,29.07,12.43,39.66
sensor_tilburg_001,2024-12-29T02:00:00,20.95,34.6,13.31,39.66
sensor_tilburg_001,2024-12-29T03:00:00,17.5,29.25,12.96,39.66
sensor_tilburg_001,2024-12-29T04:00:00,17.49,26.79,13.72,39.66
sensor_tilburg_001,2024-12-29T05:00:00,18.51,31.74,16.31,39.66
sensor_tilburg_001,2024-12-29T06:00:00,17.12,24.22,14.41,39.66
sensor_tilburg_001,2024-12-29T07:00:00,24.02,38.44,19.0,39.66
sensor_tilburg_001,2024-12-29T08:00:00,23.11,34.64,21.11,39.66
sensor_tilburg_001,2024-12-29T09:00:00,20.71,35.77,24.07,39.66
sensor_tilburg_001,2024-12-29T10:00:00,24.86,39.96,17.99,39.66
sensor_tilburg_001,2024-12-29T11:00:00,21.53,37.62,18.58,39.66
sensor_tilburg_001,2024-12-29T12:00:00,19.47,39.05,15.17,39.66
sensor_tilburg_001,2024-12-29T13:00:00,17.51,32.34,10.85,39.66
sensor_tilburg_001,2024-12-29T14:00:00,20.28,35.4,14.17,39.66
sensor_tilburg_001,2024-12-29T15:00:00,19.12,30.95,20.23,39.66
sensor_tilburg_001,2024-12-29T16:00:00,22.07,36.2,14.4,39.66
sensor_tilburg_001,2024-12-29T17:00:00,18.59,31.53,15.54,39.66
sensor_tilburg_001,2024-12-29T18:00:00,20.5,38.39,17.22,39.66
sensor_tilburg_001,2024-12-29T19:00:00,15.9,28.18,13.5,39.66
sensor_tilburg_001,2024-12-29T20:00:00,14.96,23.86,15.12,39.66
sensor_tilburg_001,2024-12-29T21:00:00,18.33,31.98,8.82,39.66
sensor_tilburg_001,2024-12-29T22:00:00,16.88,30.77,14.15,39.66
sensor_tilburg_001,2024-12-29T23:00:00,22.36,35.26,22.91,39.66
sensor_tilburg_001,2024-12-30T00:00:00,35.69,58.87,35.22,40.0
sensor_tilburg_001,2024-12-30T01:00:00,24.93,47.79,24.81,40.0
sensor_tilburg_001,2024-12-30T02:00:00,21.95,38.26,21.43,40.0
sensor_tilburg_001,2024-12-30T03:00:00,30.68,52.12,19.67,40.0
sensor_tilburg_001,2024-12-30T04:00:00,31.56,52.61,21.01,40.0
sensor_tilburg_001,2024-12-30T05:00:00,29.14,49.22,18.76,40.0
sensor_tilburg_001,2024-12-30T06:00:00,27.98,41.61,16.93,40.0
sensor_tilburg_001,2024-12-30T07:00:00,34.33,57.99,31.37,40.0
sensor_tilburg_001,2024-12-30T08:00:00,30.29,57.68,20.82,40.0
sensor_tilburg_001,2024-12-30T09:00:00,26.83,41.29,22.86,40.0
sensor_tilburg_001,2024-12-30T10:00:00,29.59,46.93,26.0,40.0
sensor_tilburg_001,2024-12-30T11:00:00,32.58,62.13,29.28,40.0
sensor_tilburg_001,2024-12-30T12:00:00,30.1,50.26,23.33,40.0
sensor_tilburg_001,2024-12-30T13:00:00,27.42,48.15,20.36,40.0
sensor_tilburg_001,2024-12-30T14:00:00,20.92,36.12,18.33,40.0
sensor_tilburg_001,2024-12-30T15:00:00,29.61,44.8,26.86,40.0
sensor_tilburg_001,2024-12-30T16:00:00,29.0,49.29,14.86,40.0
sensor_tilburg_001,2024-12-30T17:00:00,32.82,54.02,31.8,40.0
sensor_tilburg_001,2024-12-30T18:00:00,26.77,42.48,22.52,40.0
sensor_tilburg_001,2024-12-30T19:00:00,31.75,55.12,25.76,40.0
sensor_tilburg_001,2024-12-30T20:00:00,26.8,42.81,32.46,40.0
sensor_tilburg_001,2024-12-30T21:00:00,33.82,49.57,18.25,40.0
sensor_tilburg_001,2024-12-30T22:00:00,22.87,40.45,21.81,40.0
sensor_tilburg_001,2024-12-30T23:00:00,31.36,53.64,21.08,40.0
sensor_groningen_001,2024-01-01T00:00:00,21.61,34.59,18.41,40.34
sensor_groningen_001,2024-01-01T01:00:00,23.85,34.36,15.49,40.34
sensor_groningen_001,2024-01-01T02:00:00,16.33,25.89,15.35,40.34
sensor_groningen_001,2024-01-01T03:00:00,14.49,21.3,12.82,40.34
sensor_groningen_001,2024-01-01T04:00:00,16.0,26.26,9.92,40.34
sensor_groningen_001,2024-01-01T05:00:00,25.03,42.09,16.24,40.34
sensor_groningen_001,2024-01-01T06:00:00,26.17,47.87,15.32,40.34
sensor_groningen_001,2024-01-01T07:00:00,21.09,36.7,13.06,40.34
sensor_groningen_001,2024-01-01T08:00:00,20.0,32.94,16.81,40.34
sensor_groningen_001,2024-01-01T09:00:00,23.73,40.96,23.89,40.34
sensor_groningen_001,2024-01-01T10:00:00,29.89,49.14,33.15,40.34
sensor_groningen_001,2024-01-01T11:00:00,21.28,37.42,17.47,40.34
sensor_groningen_001,2024-01-01T12:00:00,20.33,35.6,13.71,40.34
sensor_groningen_001,2024-01-01T13:00:00,25.49,48.96,27.19,40.34
sensor_groningen_001,2024-01-01T14:00:00,19.5,33.35,13.03,40.34
sensor_groningen_001,2024-01-01T15:00:00,20.33,34.96,19.81,40.34
sensor_groningen_001,2024-01-01T16:00:00,21.57,38.56,12.13,40.34
sensor_groningen_001,2024-01-01T17:00:00,20.29,37.83,15.64,40.34
sensor_groningen_001,2024-01-01T18:00:00,23.0,35.31,23.57,40.34
sensor_groningen_001,2024-01-01T19:00:00,24.26,39.95,22.74,40.34
sensor_groningen_001,2024-01-01T20:00:00,16.79,28.67,13.96,40.34
sensor_groningen_001,2024-01-01T21:00:00,25.12,42.28,16.99,40.34
sensor_groningen_001,2024-01-01T22:00:00,21.85,37.11,15.22,40.34
sensor_groningen_001,2024-01-01T23:00:00,18.07,28.58,14.99,40.34
sensor_groningen_001,2024-01-02T00:00:00,23.78,40.06,15.69,40.69
sensor_groningen_001,2024-01-02T01:00:00,22.67,42.74,12.02,40.69
sensor_groningen_001,2024-01-02T02:00:00,21.99,37.23,20.84,40.69
sensor_groningen_001,2024-01-02T03:00:00,21.72,36.68,14.21,40.69
sensor_groningen_001,2024-01-02T04:00:00,23.82,42.75,22.3,40.69
sensor_groningen_001,2024-01-02T05:00:00,20.4,36.22,22.32,40.69
sensor_groningen_001,2024-01-02T06:00:00,24.53,44.16,22.6,40.69
sensor_groningen_001,2024-01-02T07:00:00,26.73,40.49,20.07,40.69
sensor_groningen_001,2024-01-02T08:00:00,24.12,38.34,15.61,40.69
sensor_groningen_001,2024-01-02T09:00:00,27.98,49.68,28.28,40.69
sensor_groningen_001,2024-01-02T10:00:00,25.41,45.61,19.55,40.69
sensor_groningen_001,2024-01-02T11:00:00,20.78,35.01,18.55,40.69
sensor_groningen_001,2024-01-02T12:00:00,17.73,29.54,15.88,40.69
sensor_groningen_001,2024-01-02T13:00:00,19.88,32.11,18.1,40.69
sensor_groningen_001,2024-01-02T14:00:00,15.35,26.46,9.56,40.69
sensor_groningen_001,2024-01-02T15:00:00,21.91,40.01,16.81,40.69
sensor_groningen_001,2024-01-02T16:00:00,27.87,44.64,19.79,40.69
sensor_groningen_001,2024-01-02T17:00:00,25.34,45.16,22.75,40.69
sensor_groningen_001,2024-01-02T18:00:00,20.59,34.3,17.14,40.69
sensor_groningen_001,2024-01-02T19:00:00,24.23,44.22,17.49,40.69
sensor_groningen_001,2024-01-02T20:00:00,27.15,46.61,11.24,40.69
sensor_groningen_001,2024-01-02T21:00:00,21.05,34.64,10.25,40.69
sensor_groningen_001,2024-01-02T22:00:00,20.47,33.23,16.88,40.69
sensor_groningen_001,2024-01-02T23:00:00,23.74,38.21,15.09,40.69
sensor_groningen_001,2024-01-03T00:00:00,22.01,36.89,15.67,41.03
sensor_groningen_001,2024-01-03T01:00:00,21.13,36.83,18.27,41.03
sensor_groningen_001,2024-01-03T02:00:00,23.92,32.66,18.51,41.03
sensor_groningen_001,2024-01-03T03:00:00,16.5,28.19,11.53,41.03
sensor_groningen_001,2024-01-03T04:00:00,23.96,37.15,16.01,41.03
sensor_groningen_001,2024-01-03T05:00:00,19.68,35.21,17.21,41.03
sensor_groningen_001,2024-01-03T06:00:00,23.03,35.8,26.45,41.03
sensor_groningen_001,2024-01-03T07:00:00,24.59,41.65,28.35,41.03
sensor_groningen_001,2024-01-03T08:00:00,28.88,51.52,20.37,41.03
sensor_groningen_001,2024-01-03T09:00:00,22.64,36.09,11.98,41.03
sensor_groningen_001,2024-01-03T10:00:00,22.11,37.24,18.79,41.03
sensor_groningen_001,2024-01-03T11:00:00,28.87,50.14,21.94,41.03
sensor_groningen_001,2024-01-03T12:00:00,24.54,40.49,17.33,41.03
sensor_groningen_001,2024-01-03T13:00:00,23.37,42.24,17.71,41.03
sensor_groningen_001,2024-01-03T14:00:00,17.5,31.21,13.97,41.03
sensor_groningen_001,2024-01-03T15:00:00,24.07,34.22,23.32,41.03
sensor_groningen_001,2024-01-03T16:00:00,22.57,39.22,15.76,41.03
